Crawled Date,List Position on Page,List Name,List Description,GPT Position in List,GPT Name,GPT Description,GPT Author,GPT Logo Image URL
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",3,"👌Academic Assistant Pro","Professional academic assistant with a professorial touch","By awesomegpts.vip","https://files.oaiusercontent.com/file-Dwtb6wId5QQI5EFlrVNBkOVk?se=2123-10-20T08%3A47%3A21Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D629998af-08da-406f-b8d1-97c9543b56b8.png&sig=Q5Hqblmz5PUlhNl%2BiOFui9Iuk94YCBTHmxSgM9V/Ynk%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",4,"Book Creator Guide","A writing assistant specializing in book creation, web research, and format recommendations.","By Choi Yong","https://files.oaiusercontent.com/file-QDv14Pkaw2Q5LPiYRqb8tSan?se=2123-10-18T00%3A49%3A39Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D3efca56e-e967-4f56-8a67-f7fc3700837f.png&sig=2Ok%2BcQYxMGyPWf7AFAl50OsLU9QlSeo/zbFGhUue2Xk%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",5,"AI Humanizer Pro","Best AI humanizer to help you get 100% human score. Humanize your AI-generated content to bypass AI detection. Use our advanced humanizer to get past all AI detectors in the market.","By bypassgpt.ai","https://files.oaiusercontent.com/file-9P5nlYHHRNrE0IFT1WqMEHfB?se=2123-12-31T09%3A45%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DBypass%2520GPT.png&sig=UduBsGC57CSjWsMA%2BEPuf7jYougMcNhQEveOnchw%2B2k%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",6,"Human Writer-Humanizer-Paraphraser (Human GPT) 🖊️","I self-score my output, I'm equipped  with Web Tools and support files. You can ask anything, and I'll reply like a human. For better results, please specify your prefered writing style/tone.","By Omar Rodriguez","https://files.oaiusercontent.com/file-YqnrQdl0F09y40ouQ1321v61?se=2124-01-05T22%3A07%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-01-29%252018.06.56%2520-%2520A%2520highly%2520detailed%2520and%2520natural-looking%2520digital%2520portrait%2520of%2520a%2520custom%2520character.%2520The%2520character%2520is%2520a%2520woman%2520with%2520a%2520natural%2520skin%2520tone%2520and%2520a%2520friendly%252C%2520realis.png&sig=SgG9oYl/vntHRsBqMVVOsF5/Zlo5ul3y7plN7TVZrss%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",7,"Copywriter GPT","Your innovative partner for viral ad copywriting! Dive into viral marketing strategies fine-tuned to your needs!","By adrianlab.com","https://files.oaiusercontent.com/file-cWyDLFKrMBavarfSEvh0r9MB?se=2123-10-22T07%3A09%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D107a1703-3936-4342-963c-73716527e277.png&sig=jDgRH4S1fl35PNEB1p2Z7o4vbNr0pXN77A7dd842M1k%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",8,"Fully SEO Optimized Article including FAQ's","Create a 100% Unique and SEO Optimized Article | Plagiarism Free Content with | Title | Meta Description | Headings with Proper H1-H6 Tags | up to 1500+ Words Article with FAQs, and Conclusion.","By mtsprompts.com","https://files.oaiusercontent.com/file-9FJw9NckvXfmBgxuhJQBTok7?se=2123-10-26T10%3A42%3A46Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4f1cb97d-65f2-4da2-9f15-7ccaed91260d.png&sig=%2BGRlPVIKfj/KCzzuBEdkwnVyDVK8w/gRaVscTrY9xOk%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",9,"Essay Writer 😎","Expert essay writing helper by essaypro.com","By essaypro.com","https://files.oaiusercontent.com/file-qcz1yfeByNW2imXe24mwYB2g?se=2123-10-18T12%3A02%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dae8d6fb8-f64a-48c8-892d-2328f681a7dd.png&sig=gGIahcawX7rO2H2e4GYyZB2MOyVeef%2B1W1tJx/6SHMU%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",10,"✍️Paraphrase & Humanizer","Expert in sentence refinement, polishing academic papers, reducing similarity scores, and evading AI detection. Avoiding AI detection and plagiarism checks. 论文润色、论文降重、规避AI检查","By awesomegpts.vip","https://files.oaiusercontent.com/file-FPuqUCE9c7wNnooQEOvkjn3v?se=2124-01-01T09%3A04%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-01-25%252017.03.03%2520-%2520A%2520digital%2520illustration%2520of%2520a%2520headshot%2520of%2520an%2520elegant%2520and%2520scholarly%2520Asian%2520female%2520professor%2520with%2520very%2520fair%2520skin.%2520She%2520should%2520be%2520holding%2520a%2520pen%252C%2520symbolizing%2520.png&sig=gqoHN8VBHEgrDD8FRBr3Vz2WP6PFunKQaGg2rdpnPJs%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",11,"Text to Video","Assistant helps you create high-quality video prompts, easily utilizing Sora technology to produce stunning videos.","By sora","https://files.oaiusercontent.com/file-j02C1uoBiifmlELAzolzHqVT?se=2124-02-16T04%3A28%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Da7357e95-b2fd-4c2d-88bd-34fd4613ca3d.png&sig=IE5lE4mnYQVkt4I9a0oSs%2ByTIj1FGoW56ZZlGkIY3CE%3D"
"2024-03-16",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",12,"Blog Expert","SEO blog content creator with expertise in keyword optimization and engaging writing.","By Faisal Binateeq","https://files.oaiusercontent.com/file-1Eh7A79o1yuLdC6OrA20Xd9g?se=2123-10-16T06%3A36%3A51Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4f7c6083-6745-4890-840e-67624e07705e.png&sig=rYRNzKfuG38RTpp5wxY6j1iyLiPYQK0yGIBp8jrabZw%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",1,"Canva","Effortlessly design anything: presentations, logos, social media posts and more.","By canva.com","https://files.oaiusercontent.com/file-6qPLxHx8u9lf2XszRtWG25RD?se=2123-10-14T00%3A38%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=LV3ZLlRkK4S61JLukf%2B10WLwU4%2B7%2B6NNkTLm2gsbw%2BU%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",2,"Video GPT by VEED","AI Video Maker. Generate videos for social media - YouTube, Instagram, TikTok and more! Free text to video & speech tool with AI Avatars, TTS, music, and stock footage.","By veed.io","https://files.oaiusercontent.com/file-SlTJOEwrBwlAnMgwOzlWyFUp?se=2123-12-29T14%3A58%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dai%2520text%2520to%2520video%2520for%2520social%2520media.png&sig=81ayZwF3xkQIU9h5SLyC2Dfka1emcCCu8814lHfXhjc%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",3,"PDF Ai PDF","Securely store and chat with ALL your PDFs for FREE, no matter the size. Free Chrome extension to save your GPT chats. Pro features include: folder search, OCR, quick summaries,  and more. Boost your document productivity today!","By myaidrive.com","https://files.oaiusercontent.com/file-9XepYndxfvemsnkdZ6cnT5em?se=2123-10-13T20%3A40%3A38Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=iLNHnnlyyia9R%2BqHCe3A09us9866vp3s4byPzVRT7qo%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",4,"Diagrams: Show Me","Create Diagrams, Architecture Visualisations, Flow-Charts, Mind Map, Schemes and more. Great for coding, presentations and code documentation. Export and Edit your diagram for free!","By helpful.dev","https://files.oaiusercontent.com/file-oZfvHmuEyjlshQ6c0XSpx45i?se=2123-10-29T17%3A22%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dicon-larger-margin.jpg&sig=SpFBbocELPtmU0NMVIXqk6yT3Q2vx4hAVwNaRlgT1vc%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",5,"Whimsical Diagrams","Explains and visualizes concepts with flowcharts, mindmaps and sequence diagrams.","By whimsical.com","https://files.oaiusercontent.com/file-w1wRg58ZPtZgXXTQJqiEwJ4H?se=2124-01-06T16%3A22%3A56Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DWhite%2520Icon%2520on%2520Gradient%2520SQ%25402x.png&sig=9eaJvzM4CZfWuo08Mik5OfaxwqRbEfZl0J333af9dRo%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",6,"WebPilot","Search, Browse, Write & Agent. Action & API Offering","By gpts.webpilot.ai","https://files.oaiusercontent.com/file-WCpXavrnVzievanNCKCQBSHC?se=2123-12-25T04%3A39%3A21Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DWebPilot_Logo.jpg&sig=srB2//6MMMj0T%2BNRuDljzYjCsYYMngBRcaSN%2BpX6tIs%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",7,"Slide Maker","Prompt to create PowerPoint presentations. Supports creating 20+ slide presentations. Can read links to web pages, Google Drive, OneDrive, and more to fetch content.","By aidocmaker.com","https://files.oaiusercontent.com/file-7wucSlKrcCoipKRoTaxydYsv?se=2123-10-18T01%3A57%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=b8skgReALrhw4frzasMMf/5yY148%2B5pjmi9YtngLHkA%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",8,"Video Maker - invideo AI","Idea to Video. Generate videos effortlessly with this VideoMaker VideoGPT!","By invideo AI","https://files.oaiusercontent.com/file-Y5VfZYtGbbkXhPTzqGn8mhGW?se=2123-12-24T13%3A42%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DVideoMaker-blue%25402x.png&sig=m4ZiA/1bZnp56z2D3IlEnQkwD3NlK2E333ss%2B%2B7Y16w%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",9,"Excel GPT","The worlds most powerful Excel assistant. V2.0","By pulsr.co.uk","https://files.oaiusercontent.com/file-9hWFxEet5Ddsg7Kszsy9Mf6Q?se=2124-02-19T12%3A24%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dnew%2520excel2.png&sig=pnJ7M/bTAFI7fv/SNVzCdo1LLcHJ7oKT/EbKXrm1OL0%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",10,"Resume","By combining the expertise of top resume writers with advanced AI, we assist in diagnosing and enhancing your resume | ATS Compatible | Tailor Your Resume for a Specific Job | We value your experience, please contact support@jobright.ai if you need support❤️!","By jobright.ai","https://files.oaiusercontent.com/file-0tpK8Pe8mMuE8HB8KKPcyoRn?se=2123-12-21T20%3A47%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DScreenshot%25202024-01-14%2520at%252012.33.34%25E2%2580%25AFPM.png&sig=xiF%2Bmn%2B4uHhqgzWNSOA8F0aMnaxWguZ%2BsMb%2Bj1NYwFc%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",11,"Presentation Slides","Crafts Detailed and Effective Presentations","By gptmakerspace.com","https://files.oaiusercontent.com/file-PZ4AAfjYZgcOkUaaSfzI0QX8?se=2124-02-19T02%3A46%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-03-13%252022.45.57%2520-%2520Create%2520an%2520icon%2520of%2520a%2520presentation%2520board%2520with%2520a%2520pie%2520chart%252C%2520similar%2520to%2520the%2520uploaded%2520reference%2520image.%2520The%2520icon%2520should%2520be%2520simplistic%2520and%2520feature%2520clean%2520line.webp&sig=qRnri72rX%2Bb3UibANZiFT1GShp9Z4avI9zvZgoaedSI%3D"
"2024-03-16",6,"Productivity","Increase your efficiency",12,"ElevenLabs Text To Speech","Convert text into lifelike speech with ElevenLabs (limited to 1,500 characters)","By Ammaar Reshi","https://files.oaiusercontent.com/file-MByVNy6xBmXHsvjpmnaRz517?se=2124-01-20T03%3A30%3A53Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Deleven-lines-hq.png&sig=/dvmbBstijgnsWKd%2Bcrk6/EWT4dLQELZ0QarnswWXJg%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",1,"Consensus","Your AI Research Assistant. Search 200M academic papers from Consensus, get science-based answers, and draft content with accurate citations.","By consensus.app","https://files.oaiusercontent.com/file-uUsDBz1ABhyOXkRiWhe5xohZ?se=2123-12-15T23%3A21%3A21Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D2092%2520%25282%2529.png&sig=0CNjR0V7ipTUL/6R3rKszqP6mB25NOc2WjtIuDEwhrg%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",2,"Scholar GPT","Enhance research with 200M+ resources and built-in critical reading skills. Access Google Scholar, PubMed, JSTOR, Arxiv, and more, effortlessly.","By awesomegpts.ai","https://files.oaiusercontent.com/file-gk3ACPm7Tvy5DHe5aE9fqJ0W?se=2123-12-19T11%3A10%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DFrame%2520612.png&sig=dTPAPU4773Mz4PPaC6kCzsTf7ZiFgLSs/z3%2B3uGxkqY%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",3,"Wolfram","Access computation, math, curated knowledge & real-time data from Wolfram|Alpha and Wolfram Language; from the makers of Mathematica.","By gpt.wolfram.com","https://files.oaiusercontent.com/file-fGE6EGZCQY73C76MJantfE0d?se=2123-11-20T15%3A51%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DWolfram.png&sig=2QEsZQ5Kxa7XqcJ0uhOOHZMx0qjAhuN2H%2BsZR5p2GXo%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",4,"AskYourPDF Research Assistant","Access 400M+ Papers (PubMed, Nature, Arxiv, etc),  Analyse PDF (Unlimited PDFs), Generate articles/essays with valid citations, ChatPDF,  Analyse and generate references for  papers, create and interact with a knowledge base of your files and much more using AskYourPDF.","By askyourpdf.com","https://files.oaiusercontent.com/file-DA3Ydcqttrv1tYcjGUv9Nv3Q?se=2123-12-21T07%3A50%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Daypp_logo.png&sig=YesTZBWDISzB1veZ2kJr2U74q71MmcP%2B0VHpsf4UvFo%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",5,"Scholar AI","AI Scientist - search and analyze text, figures, and tables from 200M+ research papers and books to generate new hypotheses. Join 400K+ professionals in pursuit of science, scholar, and research to improve the world.","By scholarai.io","https://files.oaiusercontent.com/file-PPto6IuVRN3OQY2WC1gLEI9h?se=2123-12-17T06%3A07%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dcircle%2520logo.png&sig=uWzfWOVMeiQFanHmBn5O0YLwLx7HuIxHWSCNSo1Qsfc%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",6,"Finance Wizard","I predict future stock market prices. AI analyst. Your trading analysis assistant. Press H to bring up prompt hot key menu. Not financial advice.","By titantrades.com","https://files.oaiusercontent.com/file-ZI3wtnYtMQXZvmKZZsxL6raP?se=2123-10-23T07%3A04%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-15%252023.00.51%2520-%2520A%2520digital%2520illustration%2520of%2520a%2520wizard%2520in%2520a%2520vibrant%252C%2520richly%2520decorated%2520robe%2520adorned%2520with%2520astrological%2520symbols.%2520He%2520is%2520levitating%252C%2520with%2520a%2520mystical%2520orb%2520projec.png&sig=%2BRFcLxRAzOp%2B/DU%2B5%2BAhrJDqf/1aHIP6Qn78CKCg%2BH8%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",7,"MARKETING","Your expert mentor in advertising >> Guiding Media Professionals working at the Big 6 agencies.","By Vidal Nicolas","https://files.oaiusercontent.com/file-m4GlwY1VIc3ADwoMP9KlAZta?se=2123-12-12T03%3A34%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D1a3ca873-e932-4dda-af7b-c1f8e5a0b35f.png&sig=DrTNZCq5RNevq/DGskuy7NOXJR5K%2BLGs4I93F8Lny8A%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",8,"PDF Reader","In-depth interaction with PDF content","By webcafesoftware.com","https://files.oaiusercontent.com/file-o6TIxzq2lzfwDsvhZsiVdlAI?se=2123-10-16T01%3A58%3A42Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D76fba5da-28b0-473d-9293-12209d2cd23a.png&sig=6m0ckhpMy9jS0f%2BvWplBX2As5LVjDEj1Ve4x7pelws4%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",9,"SciSpace","Do hours worth of research in minutes. Instantly access 200M+ papers, analyze papers at lightning speed, and effortlessly draft content with accurate citations.","By Scispace.com","https://files.oaiusercontent.com/file-c21dHgCzbVdnCvJ7a0JfsHAp?se=2123-12-31T12%3A47%3A40Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DSciSpace-logoV%2521.png&sig=QEIzAFeekXOiJzFOPqKC4Ceu8%2BspwsRduav%2BuygqdU0%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",10,"SEO","Enter any URL and keyword and get an On-Page SEO analysis & insights! If it's NOT working for you, you need to 1) add BOTH a URL plus a keyword or 2) or ChatGPT is playing up & you need to tray again. Please contact with a reply email address with any bugs you find. I reply to all  😊","By Orren Prunckun","https://files.oaiusercontent.com/file-s5NcRVt5egnVXovMSBsfPYDM?se=2123-10-14T06%3A46%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dicon.png&sig=zJTfWBwlzX1jJYZ0vBbMaLTwcX/gHiYTLSrvijL%2BWDY%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",11,"PDF Insight","I provide insights and summaries of PDF documents uploaded by users.","By mjproductions.tech","https://files.oaiusercontent.com/file-4IyR0QcEidgzHaOtqyfTJoq8?se=2123-10-24T12%3A09%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4cacc427-acab-4f9c-9da2-e7fc8d533939.png&sig=bqQ/vVgJqrsuyj%2BNm2H9Gwp3isevguTlQ7p4ZCoVNTw%3D"
"2024-03-16",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",12,"PDF Keymate.AI Search GPT","PDF ,  Research , AI Browser , Web and Academic Search , Long Term Memory  : 10X Parallel Browsing with Google Search + Multiple PDF Storage and Analysis + Personalized AI Memory + Academic (395M+ Up to Date Publications) + Hallucination Checker + API and more","By Keymate AI Inc.","https://files.oaiusercontent.com/file-6XfNfOxaKnIX5U9WLR2GqkWg?se=2123-10-14T17%3A25%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DTransparentFavicon%2520-%2520Copy%2520%2528Custom%2529.png&sig=JE1A3o58i8M6/SOhRg01SraCEqqg4aXnL4bHujtOga8%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",1,"Grimoire","Coding Wizard🧙‍♂️ Learn to Prompt-gram! Create a website with a sentence. 20+ Hotkeys for coding flows. 75 starter projects to learn prompt-1st code & art. Build anything! Ask any question or upload a photo. Type R for README, K for cmd menu v2.2 ✨📜 GPTavern","By gptavern.mindgoblinstudios.com","https://files.oaiusercontent.com/file-0iw1nJRFDLfuXLJy3SHURMiE?se=2123-12-26T23%3A31%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DCherished%2520Member.png&sig=vlX1mXOxWn/p7qK07bDbFcK6D1fOdSrvdPnK4h7VOT8%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",2,"Python","A highly sophisticated GPT tailored for advanced Python programmers focusing on efficient and high-quality production code.","By Nicholas Barker","https://files.oaiusercontent.com/file-d1qj0wM8dorXSQFOHHG0xXo2?se=2123-11-14T04%3A22%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D6c49541c-80ef-4466-9a4d-26b4f7ec1512.png&sig=DDGVKBK6DEhorfml8Q%2B/Z30JXUbM1W5cX/kkis9hgw8%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",3,"💻Professional Coder (Auto programming)","A gpt expert at solving programming problems. We have open-sourced the prompt here: https://github.com/ai-boost/awesome-gpts-prompts  (This GPT isn't perfect, let's improve it together! 😊🛠️)","By awesomegpts.vip","https://files.oaiusercontent.com/file-TYwBikt5eg3mLcW9p15dV5Sl?se=2123-10-17T01%3A57%3A59Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D8fc587ae-25c5-47de-8789-5ea51c2e0c16.png&sig=LfQcnXDMK/q3Zk%2B/addzOyzfWK/3ITL4I1q4fIzeBBQ%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",4,"code","The worlds most powerful coding assistant.","By pulsr.co.uk","https://files.oaiusercontent.com/file-QUW7rxGkEbNNhKwmureOhDlT?se=2124-02-06T18%3A48%3A53Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-01-10%252000.07.14%2520-%2520An%2520abstract%2520and%2520minimalistic%2520depiction%2520of%2520an%2520intelligent%2520space%2520being%252C%2520using%2520a%2520limited%2520form%2520to%2520suggest%2520a%2520hooded%2520figure.%2520The%2520design%2520is%2520sparse%2520and%2520opulen.png&sig=604kvrPpWdqNQwIa89v0sfQKlWg2ymHNaLXt7J36%2Be0%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",5,"DesignerGPT","Creates and hosts beautiful websites","By Pietro Schirano","https://files.oaiusercontent.com/file-x4outSHGhQh7YW6b8fqDK26y?se=2123-10-17T05%3A48%3A06Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Decd882e5-15b7-4dba-8198-94a8849974f9.png&sig=DAm8CnFD1K9kaX%2BVe6AFBl1Yje0t1MGJKrm/tT4YTFc%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",6,"Code Copilot","Code Smarter, Build Faster—With the Expertise of a 10x Programmer by Your Side.","By promptspellsmith.com","https://files.oaiusercontent.com/file-rPvmtaeOjKELh5SjSJIoC2bn?se=2123-12-21T14%3A52%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dfile-UQLX4c22Xf5n5sxQqAnvnIzS.png&sig=v6T1iw/Xv54UzVzflRcKYJfB73LMBzFC4qTOdC68H1E%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",7,"SQL Expert","SQL expert for optimization and queries.","By Dmitry Khanukov","No image URL"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",8,"Website Generator","A user-friendly GPT for website creation with coding and DALL-E 3 examples.","By websitegenerator.b12.io","https://files.oaiusercontent.com/file-DpOsgJCyQmWJBfLG28XZd4dF?se=2123-10-29T19%3A16%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7e3930ef-1664-4325-a510-4fe14dc0b780.png&sig=yScnIo2s5bLFNVRP66I510w2a0vIp%2BMU8QeZw3oUnHY%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",9,"AskTheCode","Provide a GitHub repository URL and ask about any aspect of the code.","By Denys Somok","https://files.oaiusercontent.com/file-aWCgLB79dBX0EDbdex69ke2u?se=2123-10-13T22%3A19%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.jpg&sig=CNuXkZEhlT4xOvQLD1Ck8DVuHBAFElHoABiE1WuyX1U%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",10,"AutoGPT","AutoGPT can generate super long response😊. A powerful GPT that's designed to automate your work, including complete an entire project, writing a complete book, etc. Prompt is open-sourced here: https://github.com/ai-boost/awesome-prompts","By awesomegpts.vip","https://files.oaiusercontent.com/file-nmewloNt5cq6Pjpxuv7OtR94?se=2124-01-27T16%3A36%3A01Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DAUTO_final.png&sig=3aRKx%2B7mEZD5hKVYVQ/aQk2FGd3Vr4Akp/jDeVJ2OvI%3D"
"2024-03-16",8,"Programming","Write code, debug, test, and learn",11,"AutoExpert (Dev)","AutoExpert v6 (GPT Developer Edition) is your steadfast pair programmer, armed with enhanced code generation ability, online access for the latest APIs, and custom commands to save your session state so you can recall it in a new session later. /help will tell you all about it. Say ""Hello"" to start!","By Dustin Miller","https://files.oaiusercontent.com/file-eLFrNX9FaFZ2c2utPPLBfxKv?se=2123-10-20T20%3A05%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DAutoExpertDev.jpg&sig=l6nI5Vev4Xg7ghEU7xeA4caih7rFbOjR1NDu/cEDxAU%3D"
