Crawled Date,List Position on Page,List Name,List Description,GPT Position in List,GPT Name,GPT Description,GPT Author,GPT Logo Image URL
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",4,"Slide Creator","Creates PowerPoint presentations.  Exports to PowerPoint, Google Slides & PDF.","By slidesgpt.com","https://files.oaiusercontent.com/file-gpYBWGifOu031arODeM7grRp?se=2123-10-20T15%3A06%3A10Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DScreenshot%25202023-11-13%2520at%252016.02.15.png&sig=DgydBB/GeLeC14RXZ2ZV55qTRVP4luE6KlIZV1vTxs8%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",5,"AI Humanizer Pro","Best AI humanizer to help you get 100% human score. Humanize your AI-generated content to bypass AI detection. Use our advanced humanizer to get past all AI detectors in the market.","By bypassgpt.ai","https://files.oaiusercontent.com/file-9P5nlYHHRNrE0IFT1WqMEHfB?se=2123-12-31T09%3A45%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DBypass%2520GPT.png&sig=UduBsGC57CSjWsMA%2BEPuf7jYougMcNhQEveOnchw%2B2k%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",6,"Fully SEO Optimized Article including FAQ's","Create a 100% Unique and SEO Optimized Article | Plagiarism Free Content with | Title | Meta Description | Headings with Proper H1-H6 Tags | up to 1500+ Words Article with FAQs, and Conclusion.","By Tayyab","https://files.oaiusercontent.com/file-9FJw9NckvXfmBgxuhJQBTok7?se=2123-10-26T10%3A42%3A46Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4f1cb97d-65f2-4da2-9f15-7ccaed91260d.png&sig=%2BGRlPVIKfj/KCzzuBEdkwnVyDVK8w/gRaVscTrY9xOk%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",7,"Copywriter GPT","Your innovative partner for viral ad copywriting! Dive into viral marketing strategies fine-tuned to your needs!","By adrianlab.com","https://files.oaiusercontent.com/file-cWyDLFKrMBavarfSEvh0r9MB?se=2123-10-22T07%3A09%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D107a1703-3936-4342-963c-73716527e277.png&sig=jDgRH4S1fl35PNEB1p2Z7o4vbNr0pXN77A7dd842M1k%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",8,"Essay Writer 😎","Expert essay writing helper by essaypro.com","By essaypro.com","https://files.oaiusercontent.com/file-qcz1yfeByNW2imXe24mwYB2g?se=2123-10-18T12%3A02%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dae8d6fb8-f64a-48c8-892d-2328f681a7dd.png&sig=gGIahcawX7rO2H2e4GYyZB2MOyVeef%2B1W1tJx/6SHMU%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",9,"Blog Expert","SEO blog content creator with expertise in keyword optimization and engaging writing.","By Faisal Binateeq","https://files.oaiusercontent.com/file-1Eh7A79o1yuLdC6OrA20Xd9g?se=2123-10-16T06%3A36%3A51Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4f7c6083-6745-4890-840e-67624e07705e.png&sig=rYRNzKfuG38RTpp5wxY6j1iyLiPYQK0yGIBp8jrabZw%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",10,"Automated Writer","I craft well written, optimized, and researched, content in your unique voice.","By Matthew Schlicht","https://files.oaiusercontent.com/file-yN6Pz708NERE4NBraTFNLgEy?se=2123-10-19T17%3A57%3A52Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dcd166778-ea7e-4e44-b9d1-6f4a0d902e59.png&sig=HCvU/RwrIeci1GgFU6w4v0lkHMn%2BCPjRu7M2h0Soxjc%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",11,"Translate GPT","Experience our ChatGPT Translation, a sophisticated tool that provides accurate and context-aware translations across multiple languages, bridging communication gaps seamlessly.","By hix.ai","https://files.oaiusercontent.com/file-MkvwaZFerLLTL6z32mCcQQS3?se=2123-11-25T07%3A54%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dtranslate.png&sig=JjxKqWuX9jxdMPmWgL3koCb9ATS%2BeUKHJY1LCYWfn8M%3D"
"2024-03-02",5,"Writing","Enhance your writing with tools for creation, editing, and style refinement",12,"✍️Paraphrase & Humanizer","Expert in sentence refinement, polishing academic papers, reducing similarity scores, and evading AI detection. Avoiding AI detection and plagiarism checks. 论文润色、论文降重、规避AI检查","By awesomegpts.vip","https://files.oaiusercontent.com/file-FPuqUCE9c7wNnooQEOvkjn3v?se=2124-01-01T09%3A04%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-01-25%252017.03.03%2520-%2520A%2520digital%2520illustration%2520of%2520a%2520headshot%2520of%2520an%2520elegant%2520and%2520scholarly%2520Asian%2520female%2520professor%2520with%2520very%2520fair%2520skin.%2520She%2520should%2520be%2520holding%2520a%2520pen%252C%2520symbolizing%2520.png&sig=gqoHN8VBHEgrDD8FRBr3Vz2WP6PFunKQaGg2rdpnPJs%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",1,"Canva","Effortlessly design anything: presentations, logos, social media posts and more.","By canva.com","https://files.oaiusercontent.com/file-6qPLxHx8u9lf2XszRtWG25RD?se=2123-10-14T00%3A38%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=LV3ZLlRkK4S61JLukf%2B10WLwU4%2B7%2B6NNkTLm2gsbw%2BU%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",2,"Video GPT by VEED","AI Video Maker. Generate videos for social media - YouTube, Instagram, TikTok and more! Free text to video & speech tool with AI Avatars, TTS, music, and stock footage.","By veed.io","https://files.oaiusercontent.com/file-SlTJOEwrBwlAnMgwOzlWyFUp?se=2123-12-29T14%3A58%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dai%2520text%2520to%2520video%2520for%2520social%2520media.png&sig=81ayZwF3xkQIU9h5SLyC2Dfka1emcCCu8814lHfXhjc%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",3,"PDF Ai PDF","Securely store and chat with ALL your PDFs for FREE, even x-large PDFs! Ai PDF powers more than 700,000 chats with professionals and researchers. It includes free myaidrive.com storage account, while Pro version can search folders with 1000s of files, OCR and extract title, authors and more!","By myaidrive.com","https://files.oaiusercontent.com/file-9XepYndxfvemsnkdZ6cnT5em?se=2123-10-13T20%3A40%3A38Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=iLNHnnlyyia9R%2BqHCe3A09us9866vp3s4byPzVRT7qo%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",4,"Diagrams: Show Me","Create Diagrams, Architecture Visualisations, Flow-Charts, Mind Map, Schemes and more. Great for coding, presentations and code documentation. Export and Edit your diagram for free!","By helpful.dev","https://files.oaiusercontent.com/file-oZfvHmuEyjlshQ6c0XSpx45i?se=2123-10-29T17%3A22%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dicon-larger-margin.jpg&sig=SpFBbocELPtmU0NMVIXqk6yT3Q2vx4hAVwNaRlgT1vc%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",5,"Video Maker by invideo AI","Generate stunning narrated videos effortlessly with this VideoMaker videoGPT!","By invideo AI","https://files.oaiusercontent.com/file-Y5VfZYtGbbkXhPTzqGn8mhGW?se=2123-12-24T13%3A42%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DVideoMaker-blue%25402x.png&sig=m4ZiA/1bZnp56z2D3IlEnQkwD3NlK2E333ss%2B%2B7Y16w%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",6,"Slide Maker","Prompt to create PowerPoint presentations. Supports creating 20+ slide presentations. Can read links to web pages, Google Drive, OneDrive, and more to fetch content.","By aidocmaker.com","https://files.oaiusercontent.com/file-7wucSlKrcCoipKRoTaxydYsv?se=2123-10-18T01%3A57%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=b8skgReALrhw4frzasMMf/5yY148%2B5pjmi9YtngLHkA%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",7,"PowerPoint","Creates High Quality Presentations.","By gptmakerspace.com","https://files.oaiusercontent.com/file-WKhIX1prMm8WgBiPKyuPVLXj?se=2123-10-16T03%3A50%3A09Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dpp.png&sig=21Yts4EvAe8Pi7fQR7lk52818vlFBW4oTgSikhXeMIQ%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",8,"Browser Pro","Top browser expert! Provide 3X accurate responses. Read any links: PDFs, videos, etc. Create 10+ types of files, like mind maps & spreadsheets, from search-derived contents.","By sider.ai","https://files.oaiusercontent.com/file-HKO0TEnSmvIb1M9G1HUyuAZJ?se=2123-12-27T11%3A10%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DFrame%2520616.png&sig=fJSm%2BvONY8TkDO8IopKdwun%2BWeW2Wo9hti5JG%2Bb5Bj4%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",9,"Doc Maker","Prompt to create documents, such as resumes, reports, and more. Export to PDF, DOCX, PPTX, XLSX, CSV.","By aidocmaker.com","https://files.oaiusercontent.com/file-13dEVJG38EwNmA3nAZUykEa0?se=2123-10-15T15%3A43%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.png&sig=qSmhlnQuzuTPcWSBeyBDOgSbwDMcQXh48GvPiDNM4UY%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",10,"22.500+ Best Custom GPTs","Search all public GPTs in one place. Find the best Custom ChatGPTs tailored to your needs. Every day, hundreds of new popular GPTs join our ranks. Discover GPT Store's best!","By Torbjørn Flensted","https://files.oaiusercontent.com/file-MgGT6z8XgEqooNX79PZufM5S?se=2123-10-27T22%3A07%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbest-gpts.png&sig=MlatxQXK4pU8bZzLY/9zMjlRY2N4FEFOyMM16ZfUVTM%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",11,"Diagram Genius","Creates diagrams, flowcharts, mindmaps and more","By diagramgenius.com","https://files.oaiusercontent.com/file-LzJsonGJQh2qa0DPR1TgUluU?se=2123-10-31T03%3A04%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-23%252018.57.40%2520-%2520A%2520two-tone%2520logo%2520design%2520with%2520an%2520interlocking%2520diamond%2520pattern%252C%2520set%2520against%2520a%2520background%2520in%2520the%2520shade%2520of%2520%2527zinc%2520800%2527%252C%2520a%2520deep%2520gray%2520color.%2520The%2520logo%2520is%2520monoc.png&sig=W%2BZyGwa53t0J%2BVj7DtAHTOyNuSoMN6NIE7LRGw8fsig%3D"
"2024-03-02",6,"Productivity","Increase your efficiency",12,"Free YouTube Summarizer","Extracts and summarizes YouTube video transcripts in any chosen language, removing language barriers. Converts the summaries into embeddable HTML articles for websites.","By Natzir Turrado Ruiz","https://files.oaiusercontent.com/file-4XVUFjv7l6zgCnxi5No2kI1N?se=2123-10-17T14%3A51%3A56Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D849ab236-e3bb-4e20-970f-e037acdd6ee3.png&sig=ZBrMgV3umgKTIOuhcXHejjcw2I8TOHx7mFUf20srCmE%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",1,"Scholar GPT","Enhance research with 200M+ resources and built-in critical reading skills. Access Google Scholar, PubMed, JSTOR, Arxiv, and more, effortlessly.","By awesomegpts.ai","https://files.oaiusercontent.com/file-gk3ACPm7Tvy5DHe5aE9fqJ0W?se=2123-12-19T11%3A10%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DFrame%2520612.png&sig=dTPAPU4773Mz4PPaC6kCzsTf7ZiFgLSs/z3%2B3uGxkqY%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",2,"Whimsical Diagrams","Explains and visualizes concepts with flowcharts, mindmaps and sequence diagrams.","By whimsical.com","https://files.oaiusercontent.com/file-w1wRg58ZPtZgXXTQJqiEwJ4H?se=2124-01-06T16%3A22%3A56Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DWhite%2520Icon%2520on%2520Gradient%2520SQ%25402x.png&sig=9eaJvzM4CZfWuo08Mik5OfaxwqRbEfZl0J333af9dRo%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",3,"Wolfram","Access computation, math, curated knowledge & real-time data from Wolfram|Alpha and Wolfram Language; from the makers of Mathematica.","By gpt.wolfram.com","https://files.oaiusercontent.com/file-fGE6EGZCQY73C76MJantfE0d?se=2123-11-20T15%3A51%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DWolfram.png&sig=2QEsZQ5Kxa7XqcJ0uhOOHZMx0qjAhuN2H%2BsZR5p2GXo%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",4,"AskYourPDF Research Assistant","Access 400M+ Papers (PubMed, Nature, etc),  Best Chat PDF (Unlimited PDFs), Generate articles/essays with valid citations, ChatPDF,  Analyse and generate references for  papers, create and interact with a knowledge base of your files and much more using AskYourPDF.","By askyourpdf.com","https://files.oaiusercontent.com/file-DA3Ydcqttrv1tYcjGUv9Nv3Q?se=2123-12-21T07%3A50%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Daypp_logo.png&sig=YesTZBWDISzB1veZ2kJr2U74q71MmcP%2B0VHpsf4UvFo%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",5,"ScholarAI","AI Scientist - search and analyze text, figures, and tables from 200M+ research papers and books to generate new hypotheses. Join 400K+ professionals in pursuit of science, scholar, and research to improve the world.","By scholarai.io","https://files.oaiusercontent.com/file-PPto6IuVRN3OQY2WC1gLEI9h?se=2123-12-17T06%3A07%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dcircle%2520logo.png&sig=uWzfWOVMeiQFanHmBn5O0YLwLx7HuIxHWSCNSo1Qsfc%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",6,"SciSpace","Do hours worth of research in minutes. Instantly access 200M+ papers, analyze papers at lightning speed, and effortlessly draft content with accurate citations.","By Scispace.com","https://files.oaiusercontent.com/file-c21dHgCzbVdnCvJ7a0JfsHAp?se=2123-12-31T12%3A47%3A40Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DSciSpace-logoV%2521.png&sig=QEIzAFeekXOiJzFOPqKC4Ceu8%2BspwsRduav%2BuygqdU0%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",7,"PDF Insight","I provide insights and summaries of PDF documents uploaded by users.","By mjproductions.tech","https://files.oaiusercontent.com/file-4IyR0QcEidgzHaOtqyfTJoq8?se=2123-10-24T12%3A09%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4cacc427-acab-4f9c-9da2-e7fc8d533939.png&sig=bqQ/vVgJqrsuyj%2BNm2H9Gwp3isevguTlQ7p4ZCoVNTw%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",8,"SEO","Enter any URL and keyword and get an On-Page SEO analysis & insights! If it's NOT working for you, you need to 1) add BOTH a URL plus a keyword or 2) or ChatGPT is playing up & you need to tray again. Please contact with a reply email address with any bugs you find. I reply to all  😊","By Orren Prunckun","https://files.oaiusercontent.com/file-s5NcRVt5egnVXovMSBsfPYDM?se=2123-10-14T06%3A46%3A11Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dicon.png&sig=zJTfWBwlzX1jJYZ0vBbMaLTwcX/gHiYTLSrvijL%2BWDY%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",9,"Keymate.AI Search GPT","All in one GPT: 10X Browsing Links with Google Search + multi PDF + AI Knowledge Memory + Academic (395M+ Up to Date Publications) + Hallucination Check + API and more","By Keymate AI Inc.","https://files.oaiusercontent.com/file-6XfNfOxaKnIX5U9WLR2GqkWg?se=2123-10-14T17%3A25%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DTransparentFavicon%2520-%2520Copy%2520%2528Custom%2529.png&sig=JE1A3o58i8M6/SOhRg01SraCEqqg4aXnL4bHujtOga8%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",10,"PDF Reader","In-depth interaction with PDF content","By webcafesoftware.com","https://files.oaiusercontent.com/file-o6TIxzq2lzfwDsvhZsiVdlAI?se=2123-10-16T01%3A58%3A42Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D76fba5da-28b0-473d-9293-12209d2cd23a.png&sig=6m0ckhpMy9jS0f%2BvWplBX2As5LVjDEj1Ve4x7pelws4%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",11,"MARKETING","Your expert mentor in advertising >> Guiding Media Professionals working at the Big 6 agencies.","By Vidal Nicolas","https://files.oaiusercontent.com/file-m4GlwY1VIc3ADwoMP9KlAZta?se=2123-12-12T03%3A34%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D1a3ca873-e932-4dda-af7b-c1f8e5a0b35f.png&sig=DrTNZCq5RNevq/DGskuy7NOXJR5K%2BLGs4I93F8Lny8A%3D"
"2024-03-02",7,"Research & Analysis","Find, evaluate, interpret, and visualize information",12,"Scholar AI Pro ⭐️","An enhanced scholar gpt version that can do research, write SCI paper with real refenences.  You can search 216,189,020 papers from all fields of science.","By awesomegpts.vip","https://files.oaiusercontent.com/file-eZj04xyaK9iQcYkZXBpceLQI?se=2124-01-01T09%3A04%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-01-25%252016.59.37%2520-%2520A%2520digital%2520illustration%2520of%2520a%2520headshot%2520of%2520a%2520beautiful%252C%2520confident%252C%2520middle-aged%2520Asian%2520female%2520professor%2520with%2520very%2520fair%2520skin.%2520She%2520should%2520be%2520smiling%2520warmly%252C%2520.png&sig=9Rqm9ZKnbDWFxb%2BxkuUCZN3sed8hVoTIXjvc43kKEwg%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",1,"Grimoire","Coding Wizard🧙‍♂️ Learn to Prompt-gram! Create a website with a sentence. 20+ Hotkeys for coding flows. 75 starter projects to learn prompt-1st code & art. Build anything! Ask any question or upload a photo. Type R for README, K for cmd menu v2.2 ✨📜 GPTavern","By gptavern.mindgoblinstudios.com","https://files.oaiusercontent.com/file-0iw1nJRFDLfuXLJy3SHURMiE?se=2123-12-26T23%3A31%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DCherished%2520Member.png&sig=vlX1mXOxWn/p7qK07bDbFcK6D1fOdSrvdPnK4h7VOT8%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",2,"Python","A highly sophisticated GPT tailored for advanced Python programmers focusing on efficient and high-quality production code.","By Nicholas Barker","https://files.oaiusercontent.com/file-d1qj0wM8dorXSQFOHHG0xXo2?se=2123-11-14T04%3A22%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D6c49541c-80ef-4466-9a4d-26b4f7ec1512.png&sig=DDGVKBK6DEhorfml8Q%2B/Z30JXUbM1W5cX/kkis9hgw8%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",3,"💻Professional Coder (Auto programming)","A gpt expert at solving programming problems. We have open-sourced the prompt here: https://github.com/ai-boost/awesome-gpts-prompts  (This GPT isn't perfect, let's improve it together! 😊🛠️)","By awesomegpts.vip","https://files.oaiusercontent.com/file-TYwBikt5eg3mLcW9p15dV5Sl?se=2123-10-17T01%3A57%3A59Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D8fc587ae-25c5-47de-8789-5ea51c2e0c16.png&sig=LfQcnXDMK/q3Zk%2B/addzOyzfWK/3ITL4I1q4fIzeBBQ%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",4,"DesignerGPT","Creates and hosts beautiful websites","By Pietro Schirano","https://files.oaiusercontent.com/file-x4outSHGhQh7YW6b8fqDK26y?se=2123-10-17T05%3A48%3A06Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Decd882e5-15b7-4dba-8198-94a8849974f9.png&sig=DAm8CnFD1K9kaX%2BVe6AFBl1Yje0t1MGJKrm/tT4YTFc%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",5,"Code Copilot","Code Smarter, Build Faster—With the Expertise of a 10x Programmer by Your Side.","By promptspellsmith.com","https://files.oaiusercontent.com/file-rPvmtaeOjKELh5SjSJIoC2bn?se=2123-12-21T14%3A52%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dfile-UQLX4c22Xf5n5sxQqAnvnIzS.png&sig=v6T1iw/Xv54UzVzflRcKYJfB73LMBzFC4qTOdC68H1E%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",6,"Website Generator","A user-friendly GPT for website creation with coding and DALL-E 3 examples.","By Ihtesham Ali","https://files.oaiusercontent.com/file-DpOsgJCyQmWJBfLG28XZd4dF?se=2123-10-29T19%3A16%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7e3930ef-1664-4325-a510-4fe14dc0b780.png&sig=yScnIo2s5bLFNVRP66I510w2a0vIp%2BMU8QeZw3oUnHY%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",7,"DIAGRAM ⚡PRO⚡","Mindmaps, Databases, Flowcharts, Charts. ⚡Drag-N-Drop⚡ Edit.","By pyxl.ai","https://files.oaiusercontent.com/file-v1z4oe7GJpi7TPWOSXaZmYxW?se=2124-01-20T00%3A33%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dvar1_6M.jpg&sig=QJoRDZZmwh0LRC54aHtRKGlrJxZnRc%2BZ8MOzBsh4B5Y%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",8,"AskTheCode","Provide a GitHub repository URL and ask about any aspect of the code.","By Denys Somok","https://files.oaiusercontent.com/file-aWCgLB79dBX0EDbdex69ke2u?se=2123-10-13T22%3A19%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo.jpg&sig=CNuXkZEhlT4xOvQLD1Ck8DVuHBAFElHoABiE1WuyX1U%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",9,"AutoExpert (Dev)","AutoExpert v6 (GPT Developer Edition) is your steadfast pair programmer, armed with enhanced code generation ability, online access for the latest APIs, and custom commands to save your session state so you can recall it in a new session later. /help will tell you all about it. Say ""Hello"" to start!","By Dustin Miller","https://files.oaiusercontent.com/file-eLFrNX9FaFZ2c2utPPLBfxKv?se=2123-10-20T20%3A05%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DAutoExpertDev.jpg&sig=l6nI5Vev4Xg7ghEU7xeA4caih7rFbOjR1NDu/cEDxAU%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",10,"CrewAI Assistant","CrewAI Python expert.","By JOAO M DURAES MOURA","https://files.oaiusercontent.com/file-SGuuFVdt9o6aEisoJqE6jKCS?se=2123-10-21T20%3A17%3A56Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D672061c4-217c-48c7-adf7-eab1db1e6dc8.png&sig=COYTkk8ZnC68RFZvgrPwuGt/q1TDqrEbXEY2CSTLSq4%3D"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",11,"SQL Expert","SQL expert for optimization and queries.","By Dmitry Khanukov","No image URL"
"2024-03-02",8,"Programming","Write code, debug, test, and learn",12,"API Docs","OpenAI API, GPTs, Documentation and CookBook","By gpts.webpilot.ai","https://files.oaiusercontent.com/file-hWsLaYpYnZ2TWUuoq4II1Lol?se=2123-10-14T15%3A09%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dac2881e8-7f33-4a7d-994d-e0e44725f68a.png&sig=4yXvsGNs7ZXNoKnINM1tLN4ku8f1hmV0jXvaZ1gyEKg%3D"
"2024-03-02",9,"Education","Explore new ideas, revisit existing skills",1,"Tutor Me","Your personal AI tutor by Khan Academy! I'm Khanmigo Lite - here to help you with math, science, and  humanities questions. I won’t do your work for you, but I will help you learn how to solve them on your own.  Can you tell me the problem or exercise you’d like to solve?","By khanacademy.org","https://files.oaiusercontent.com/file-kM163oDkrVnm7jsidA5WweOP?se=2123-11-18T17%3A08%3A03Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DKA_KhanmigoGPT_1_LearnerActivities.png&sig=zSZKBHM7UsdkEyM2CmiYpkdhVAJZWk0qJQle9lPEhdw%3D"
